id,name,pkg,lead_ext,category,state,url,license,tags,version,repo,lang,contrib,lead,has_bin,has_lib,need_ddl,need_load,trusted,relocatable,schemas,pg_ver,requires,require_by,see_also,rpm_ver,rpm_repo,rpm_pkg,rpm_pg,rpm_deps,deb_ver,deb_repo,deb_pkg,deb_deps,deb_pg,source,extra,en_desc,zh_desc,comment,mtime
6280,pgsentinel,pgsentinel,pgsentinel,STAT,available,https://github.com/pgsentinel/pgsentinel,PostgreSQL,,1.3.0,PGDG,C,f,t,f,t,t,t,f,t,,"{18,17,16,15,14,13}",,,"{system_stats,pgnodemx,pg_stat_monitor,pg_wait_sampling,bgw_replstatus,pg_profile,pg_proctab,powa}",1.3.0,PGDG,pgsentinel_$v*,"{18,17,16,15,14,13}",,1.3.0,PGDG,postgresql-$v-pgsentinel,,"{18,17,16,15,14,13}",pgsentinel-1.3.0.tar.gz,{},active session history,活跃会话历史,el build break,2025-11-01
6290,system_stats,system_stats,system_stats,STAT,available,https://github.com/EnterpriseDB/system_stats,PostgreSQL,,3.2,MIXED,C,f,t,f,t,t,f,f,t,,"{18,17,16,15,14,13}",,,"{pgnodemx,pg_proctab,pgmeminfo,pgfincore,pg_wait_sampling,pg_buffercache,pg_background,pg_cooldown}",3.2,PGDG,system_stats_$v*,"{18,17,16,15,14,13}",,3.2,PIGSTY,postgresql-$v-system-stats,,"{18,17,16,15,14,13}",system_stats-3.2.tar.gz,{},EnterpriseDB system statistics for PostgreSQL,PostgreSQL 的系统统计函数,,2025-02-20
6300,meta,pg_meta,meta,STAT,available,https://github.com/aquameta/meta,BSD 2-Clause,,0.4.0,PIGSTY,SQL,f,t,f,f,t,f,,t,,"{18,17,16,15,14,13}",,,"{pg_profile,pg_tracing,pg_show_plans,pg_stat_kcache,pg_stat_monitor,pg_qualstats,pg_store_plans,pg_track_settings}",0.4.0,PIGSTY,pg_meta_$v,"{18,17,16,15,14,13}",,0.4.0,PIGSTY,postgresql-$v-pg-meta,,"{18,17,16,15,14,13}",meta-0.4.0.tar.gz,{},"Normalized, friendlier system catalog for PostgreSQL",标准化，更友好的PostgreSQL系统目录视图,,2025-09-06
6310,pgnodemx,pgnodemx,pgnodemx,STAT,available,https://github.com/CrunchyData/pgnodemx,Apache-2.0,,1.7,PIGSTY,C,f,t,f,t,t,f,f,t,,"{18,17,16,15,14,13}",,,"{system_stats,pg_wait_sampling,pgsentinel,pgmeminfo,pgfincore,prioritize,pg_buffercache}",1.7,PIGSTY,pgnodemx_$v,"{18,17,16,15,14,13}",,1.7,PIGSTY,postgresql-$v-pgnodemx,,"{18,17,16,15,14,13}",pgnodemx-1.7.tar.gz,{},Capture node OS metrics via SQL queries,使用SQL查询获取操作系统指标,,2025-09-06
6320,pg_proctab,pgnodemx,pgnodemx,STAT,available,https://github.com/markwkm/pg_proctab,BSD 3-Clause,,1.7,PIGSTY,C,f,f,f,t,t,f,f,t,,"{18,17,16,15,14,13}",,,"{prioritize,system_stats,pg_background,pg_wait_sampling,pgmeminfo,pgsentinel,pg_profile}",1.7,PIGSTY,pgnodemx_$v,"{18,17,16,15,14,13}",,1.7,PIGSTY,postgresql-$v-pgnodemx,,"{18,17,16,15,14,13}",pgnodemx-1.7.tar.gz,{},PostgreSQL extension to access the OS process table,通过SQL接口访问操作系统进程表,from pgnodemx,2025-09-06
6330,pg_sqlog,pg_sqlog,pg_sqlog,STAT,available,https://github.com/kouber/pg_sqlog,BSD 3-Clause,,1.6,PIGSTY,SQL,f,t,f,t,t,f,f,f,{sqlog},"{18,17,16,15,14,13}",{file_fdw},,"{pg_profile,pg_tracing,pg_show_plans,pg_stat_kcache,pg_stat_monitor,pg_qualstats,pg_store_plans}",1.6,PIGSTY,pg_sqlog_$v,"{18,17,16,15,14,13}",,1.6,PIGSTY,postgresql-$v-pg-sqlog,,"{18,17,16,15,14,13}",pg_sqlog-1.6.tar.gz,{},Provide SQL interface to logs,提供访问PostgreSQL日志的SQL接口,require certain params,2025-09-06
6340,bgw_replstatus,bgw_replstatus,bgw_replstatus,STAT,available,https://github.com/mhagander/bgw_replstatus,PostgreSQL,,1.0.8,PGDG,C,f,t,f,t,f,t,f,,,"{18,17,16,15,14,13}",,,"{pgautofailover,pglogical,pg_failover_slots,pgpool_recovery,pgsentinel,pglogical_origin,repmgr,pg_jobmon}",1.0.8,PGDG,bgw_replstatus_$v*,"{18,17,16,15,14,13}",,1.0.8,PGDG,postgresql-$v-bgw-replstatus,,"{18,17,16,15,14,13}",,{},Small PostgreSQL background worker to report whether a node is a replication master or standby,用于汇报本机主从状态的后台工作进程,,2025-09-06
6350,pgmeminfo,pgmeminfo,pgmeminfo,STAT,available,https://github.com/okbob/pgmeminfo,MIT,{pgdg-flaw},1.0.0,MIXED,C,f,t,f,t,t,f,f,f,,"{18,17,16,15,14,13}",,,"{pgfincore,system_stats,pg_buffercache,pgnodemx,pg_proctab,pg_cooldown,pgcozy,pg_prewarm}",1.0.0,PIGSTY,pgmeminfo_$v*,"{18,17,16,15,14,13}",,1.0.0,PIGSTY,postgresql-$v-pgmeminfo,,"{18,17,16,15,14,13}",pgmeminfo-VERSION_1_0_0.tar.gz,{},show memory usage,显示内存使用情况,"no pg14,13,12 on el8/9 pgdg repo",2025-09-06
6360,toastinfo,toastinfo,toastinfo,STAT,available,https://github.com/credativ/toastinfo,PostgreSQL,,1.5,PIGSTY,C,f,t,f,t,t,f,f,t,,"{18,17,16,15,14,13}",,,"{pageinspect,pg_visibility,pgstattuple,amcheck,pg_relusage,pg_buffercache,pg_freespacemap,pg_repack}",1.5,PIGSTY,toastinfo_$v*,"{18,17,16,15,14,13}",,1.5,PIGSTY,postgresql-$v-toastinfo,,"{18,17,16,15,14,13}",toastinfo-1.5.tar.gz,{},show details on toasted datums,显示TOAST字段的详细信息,,2025-09-06
6370,explain_ui,pg_explain_ui,explain_ui,STAT,available,https://github.com/davidgomes/pg-explain-ui,PostgreSQL,{pgrx},0.0.2,PIGSTY,Rust,f,t,f,t,t,f,t,f,,"{18,17,16,15,14,13}",,,"{pg_show_plans,auto_explain,pg_stat_statements,pg_hint_plan,pg_qualstats,pg_store_plans,pg_profile,powa}",0.0.2,PIGSTY,pg_explain_ui_$v,"{18,17,16,15,14,13}",,0.0.2,PIGSTY,postgresql-$v-pg-explain-ui,,"{18,17,16,15,14,13}",pg_explain_ui-0.0.2.tar.gz,"{""pgrx"": ""0.16.1""}",easily jump into a visual plan UI for any SQL query,快速跳转至PEV查阅可视化执行计划,manual updated pgrx by Vonng,2025-11-02
6380,pg_relusage,pg_relusage,pg_relusage,STAT,available,https://github.com/adept/pg_relusage,PostgreSQL,,0.0.1,PIGSTY,C,f,t,f,t,f,t,f,f,,"{18,17,16,15,14,13}",,,"{pg_freespacemap,pg_visibility,pgstattuple,toastinfo,pageinspect,pg_buffercache,pgfincore,old_snapshot}",0.0.1,PIGSTY,pg_relusage_$v,"{18,17,16,15,14,13}",,0.0.1,PIGSTY,postgresql-$v-pg-relusage,,"{18,17,16,15,14,13}",pg_relusage-0.0.1.tar.gz,{},Log all the queries that reference a particular column,打印查询引用的表与列,,2025-09-06
6800,pagevis,pagevis,pagevis,STAT,available,https://github.com/hollobon/pagevis,MIT,,0.1,PIGSTY,SQL,f,t,f,f,t,f,,t,,"{18,17,16,15,14,13}",,,"{pageinspect,pg_visibility,amcheck,pg_surgery,pgstattuple,pg_dirtyread,toastinfo,pg_profile}",0.1,PIGSTY,pagevis_$v,"{18,17,16,15,14,13}",,0.1,PIGSTY,postgresql-$v-pagevis,,"{18,17,16,15,14,13}",pagevis-0.1.tar.gz,{},Visualise database pages in ascii code,使用ASCII字符可视化数据库物理页面布局,,2025-09-06
6810,powa,powa,powa,STAT,available,https://github.com/powa-team/powa,PostgreSQL,,5.0.1,PGDG,Python,f,t,f,t,t,f,f,f,{public},"{18,17,16,15,14,13}","{plpgsql,pg_stat_statements,btree_gist}",,"{pg_stat_kcache,pg_qualstats,pg_wait_sampling,hypopg,plprofiler,pg_profile,pg_track_settings,btree_gin}",5.0.1,PGDG,powa_$v*,"{18,17,16,15,14,13}",,5.0.1,PGDG,postgresql-$v-powa,,"{17,16,15,14,13}",,{},PostgreSQL Workload Analyser-core,PostgreSQL 工作负载分析器-核心,pgdg missing el10.pg17,2025-11-10
6880,pg_overexplain,pg_overexplain,pg_overexplain,STAT,available,https://www.postgresql.org/docs/devel/pgoverexplain.html,PostgreSQL,,1.0,CONTRIB,C,t,t,f,t,f,t,f,f,,{18},,,"{pg_profile,pg_tracing,pg_show_plans,pg_stat_kcache,pg_stat_monitor,pg_qualstats,pg_store_plans,pg_track_settings}",1.0,CONTRIB,postgresql$v-contrib,{18},,1.0,CONTRIB,postgresql-$v,,{18},,{},Allow EXPLAIN to dump even more details,允许 EXPLAIN 转储更多详细,,2025-09-06
6890,pg_logicalinspect,pg_logicalinspect,pg_logicalinspect,STAT,available,https://www.postgresql.org/docs/devel/pglogicalinspect.html,PostgreSQL,,1.0,CONTRIB,C,t,t,f,t,t,f,f,f,,{18},,,"{pg_profile,pg_tracing,pg_show_plans,pg_stat_kcache,pg_stat_monitor,pg_qualstats,pg_store_plans,pg_track_settings}",1.0,CONTRIB,postgresql$v-contrib,{18},,1.0,CONTRIB,postgresql-$v,,{18},,{},Logical decoding components inspection,检视逻辑解码组件详情,,2025-09-06
6900,pageinspect,pageinspect,pageinspect,STAT,available,https://www.postgresql.org/docs/current/pageinspect.html,PostgreSQL,,1.12,CONTRIB,C,t,t,f,t,t,f,f,,,"{18,17,16,15,14,13}",,,"{amcheck,pagevis,pg_visibility,pg_repack,pg_squeeze,pg_dirtyread,pgdd,pg_orphaned}",1.12,CONTRIB,postgresql$v-contrib,"{18,17,16,15,14,13}",,1.12,CONTRIB,postgresql-$v,,"{18,17,16,15,14,13}",,{},inspect the contents of database pages at a low level,检查数据库页面二进制内容,,2025-09-06
6910,pgrowlocks,pgrowlocks,pgrowlocks,STAT,available,https://www.postgresql.org/docs/current/pgrowlocks.html,PostgreSQL,,1.2,CONTRIB,C,t,t,f,t,t,f,f,,,"{18,17,16,15,14,13}",,,"{pg_profile,pg_tracing,pg_show_plans,pg_stat_kcache,pg_stat_monitor,pg_qualstats,pg_store_plans,pg_track_settings}",1.2,CONTRIB,postgresql$v-contrib,"{18,17,16,15,14,13}",,1.2,CONTRIB,postgresql-$v,,"{18,17,16,15,14,13}",,{},show row-level locking information,显示行级锁信息,,2025-09-06
6920,sslinfo,sslinfo,sslinfo,STAT,available,https://www.postgresql.org/docs/current/sslinfo.html,PostgreSQL,,1.2,CONTRIB,C,t,t,f,t,t,f,f,,,"{18,17,16,15,14,13}",,,"{sslutils,pg_profile,pg_tracing,pg_show_plans,pg_stat_kcache,pg_stat_monitor,pg_qualstats,pg_store_plans}",1.2,CONTRIB,postgresql$v-contrib,"{18,17,16,15,14,13}",,1.2,CONTRIB,postgresql-$v,,"{18,17,16,15,14,13}",,{},information about SSL certificates,关于 SSL 证书的信息,,2025-09-06
6930,pg_buffercache,pg_buffercache,pg_buffercache,STAT,available,https://www.postgresql.org/docs/current/pgbuffercache.html,PostgreSQL,,1.5,CONTRIB,C,t,t,f,t,t,f,f,,,"{18,17,16,15,14,13}",,,"{pg_repack,pgfincore,pgcozy,pg_prewarm,pgmeminfo,pg_squeeze,old_snapshot,system_stats}",1.5,CONTRIB,postgresql$v-contrib,"{18,17,16,15,14,13}",,1.5,CONTRIB,postgresql-$v,,"{18,17,16,15,14,13}",,{},examine the shared buffer cache,检查共享缓冲区缓存,,2025-09-06
6940,pg_walinspect,pg_walinspect,pg_walinspect,STAT,available,https://www.postgresql.org/docs/current/pgwalinspect.html,PostgreSQL,,1.1,CONTRIB,C,t,t,f,t,t,f,f,,,"{18,17,16,15}",,,"{basic_archive,pglogical,pg_failover_slots,wal2json,basebackup_to_shell,decoderbufs,test_decoding,pg_profile}",1.1,CONTRIB,postgresql$v-contrib,"{18,17,16,15}",,1.1,CONTRIB,postgresql-$v,,"{18,17,16,15}",,{},functions to inspect contents of PostgreSQL Write-Ahead Log,用于检查 PostgreSQL WAL 日志内容的函数,,2025-09-06
6950,pg_freespacemap,pg_freespacemap,pg_freespacemap,STAT,available,https://www.postgresql.org/docs/current/pgfreespacemap.html,PostgreSQL,,1.2,CONTRIB,C,t,t,f,t,t,f,f,,,"{18,17,16,15,14,13}",,,"{pg_relusage,pg_visibility,pgstattuple,amcheck,toastinfo,pageinspect,pg_repack,pg_squeeze}",1.2,CONTRIB,postgresql$v-contrib,"{18,17,16,15,14,13}",,1.2,CONTRIB,postgresql-$v,,"{18,17,16,15,14,13}",,{},examine the free space map (FSM),检查自由空间映射的内容（FSM）,,2025-09-06
6960,pg_visibility,pg_visibility,pg_visibility,STAT,available,https://www.postgresql.org/docs/current/pgvisibility.html,PostgreSQL,,1.2,CONTRIB,C,t,t,f,t,t,f,f,,,"{18,17,16,15,14,13}",,,"{amcheck,pageinspect,pg_freespacemap,pgstattuple,pgfincore,pg_checksums,pg_catcheck,pgcozy}",1.2,CONTRIB,postgresql$v-contrib,"{18,17,16,15,14,13}",,1.2,CONTRIB,postgresql-$v,,"{18,17,16,15,14,13}",,{},examine the visibility map (VM) and page-level visibility info,检查可见性图（VM）和页面级可见性信息,,2025-09-06
6970,pgstattuple,pgstattuple,pgstattuple,STAT,available,https://www.postgresql.org/docs/current/pgstattuple.html,PostgreSQL,,1.5,CONTRIB,C,t,t,f,t,t,f,f,,,"{18,17,16,15,14,13}",,,"{pageinspect,pg_freespacemap,pg_visibility,pg_rewrite,pg_checksums,pg_catcheck,amcheck,toastinfo}",1.5,CONTRIB,postgresql$v-contrib,"{18,17,16,15,14,13}",,1.5,CONTRIB,postgresql-$v,,"{18,17,16,15,14,13}",,{},show tuple-level statistics,显示元组级统计信息,,2025-09-06
6980,auto_explain,auto_explain,auto_explain,STAT,available,https://www.postgresql.org/docs/current/auto-explain.html,PostgreSQL,,-,CONTRIB,C,t,t,f,t,f,t,f,,,"{18,17,16,15,14,13}",,,"{pg_show_plans,pg_store_plans,pg_stat_statements,pg_hint_plan,plprofiler,pg_stat_monitor,pg_qualstats,pg_track_settings}",-,CONTRIB,postgresql$v-contrib,"{18,17,16,15,14,13}",,-,CONTRIB,postgresql-$v,,"{18,17,16,15,14,13}",,{},Provides a means for logging execution plans of slow statements automatically,提供一种自动记录执行计划的手段,,2025-09-06
6990,pg_stat_statements,pg_stat_statements,pg_stat_statements,STAT,available,https://www.postgresql.org/docs/current/pgstatstatements.html,PostgreSQL,,1.11,CONTRIB,C,t,t,f,t,t,t,f,,,"{18,17,16,15,14,13}",,"{pg_stat_kcache,powa}","{pg_qualstats,pg_store_plans,pg_track_settings,pg_stat_monitor,auto_explain,pg_profile,pg_show_plans,pg_hint_plan}",1.11,CONTRIB,postgresql$v-contrib,"{18,17,16,15,14,13}",,1.11,CONTRIB,postgresql-$v,,"{18,17,16,15,14,13}",,{},track planning and execution statistics of all SQL statements executed,跟踪所有执行的 SQL 语句的计划和执行统计信息,,2025-09-06
7000,passwordcheck_cracklib,passwordcheck_cracklib,passwordcheck_cracklib,SEC,available,https://github.com/devrimgunduz/passwordcheck_cracklib,LGPL-2.1,,3.1.0,MIXED,C,f,t,f,t,f,t,f,,,"{18,17,16,15,14,13}",,,"{pg_auth_mon,credcheck,pgaudit,login_hook,auth_delay,set_user,sepgsql}",3.1.0,PGDG,passwordcheck_cracklib_$v*,"{18,17,16,15,14,13}",,3.1.0,PIGSTY,postgresql-$v-passwordcheck-cracklib,,"{18,17,16,15,14,13}",passwordcheck_cracklib-3.1.0.tar.gz,"{""lib"": ""$libdir/passwordcheck_cracklib""}",Strengthen PostgreSQL user password checks with cracklib,使用cracklib加固PG用户密码,,2025-09-06
7010,supautils,supautils,supautils,SEC,available,https://github.com/supabase/supautils,Apache-2.0,{supabase},3.0.2,PIGSTY,C,f,t,f,t,f,t,f,f,,"{18,17,16,15,14,13}",,,"{passwordcheck_cracklib,pgsodium,supabase_vault,pg_session_jwt,anon,pg_tde,pgsmcrypto,pgaudit}",3.0.2,PIGSTY,supautils_$v,"{18,17,16,15,14,13}",,3.0.2,PIGSTY,postgresql-$v-supautils,,"{18,17,16,15,14,13}",supautils-3.0.2.tar.gz,{},Extension that secures a cluster on a cloud environment,用于在云环境中确保数据库集群的安全,,2025-10-31
7020,pgsodium,pgsodium,pgsodium,SEC,available,https://github.com/michelp/pgsodium,BSD 3-Clause,{supabase},3.1.9,PIGSTY,C,f,t,f,t,t,t,f,f,{pgsodium},"{18,17,16,15,14,13}",,{supabase_vault},"{pgsmcrypto,pgcryptokey,pgcrypto,anon,pg_tde,sslutils,faker}",3.1.9,PIGSTY,pgsodium_$v*,"{18,17,16,15,14,13}",,3.1.9,PIGSTY,postgresql-$v-pgsodium,,"{18,17,16,15,14,13}",pgsodium-3.1.9.tar.gz,{},Postgres extension for libsodium functions,表数据加密存储 TDE,+fix missing pg17,2025-09-06
7030,supabase_vault,pg_vault,supabase_vault,SEC,available,https://github.com/supabase/vault,Apache-2.0,{supabase},0.3.1,PIGSTY,C,f,t,f,t,t,f,f,f,{vault},"{18,17,16,15,14,13}",{pgsodium},,"{passwordcheck_cracklib,supautils,pg_session_jwt,anon,pg_tde,pgsmcrypto,pgaudit}",0.3.1,PIGSTY,vault_$v*,"{18,17,16,15,14,13}",,0.3.1,PIGSTY,postgresql-$v-vault,,"{18,17,16,15,14,13}",vault-0.3.1.tar.gz,{},Supabase Vault Extension,在 Vault 中存储加密凭证的扩展 (supabase),,2025-09-06
7040,pg_session_jwt,pg_session_jwt,pg_session_jwt,SEC,available,https://github.com/neondatabase/pg_session_jwt,Apache-2.0,{pgrx},0.3.3,PIGSTY,Rust,f,t,f,t,t,f,t,f,{auth},"{18,17,16,15,14}",,,"{passwordcheck_cracklib,supautils,pgsodium,supabase_vault,anon,pg_tde,pgsmcrypto,pgaudit}",0.3.3,PIGSTY,pg_session_jwt_$v,"{18,17,16,15,14}",,0.3.3,PIGSTY,postgresql-$v-pg-session-jwt,,"{18,17,16,15,14}",pg_session_jwt-0.3.3.tar.gz,"{""pgrx"": ""0.16.1""}",Manage authentication sessions using JWTs,使用JWT进行会话认证,manual updated pgrx by Vonng,2025-11-02
7050,anon,pg_anon,anon,SEC,available,https://gitlab.com/dalibo/postgresql_anonymizer/,PostgreSQL,{pgrx},2.4.1,PIGSTY,Rust,f,t,f,t,t,t,f,f,{anon},"{18,17,16,15,14,13}",,,"{faker,pgsodium,pg_tde,pgcrypto,pg_permissions,pgaudit,set_user,pg_drop_events}",2.4.1,PIGSTY,pg_anon_$v,"{18,17,16,15,14,13}",,2.4.1,PIGSTY,postgresql-$v-pg-anon,,"{18,17,16,15,14,13}",postgresql_anonymizer-2.4.1.tar.gz,"{""pgrx"": ""0.16.1""}",PostgreSQL Anonymizer (anon) extension,数据匿名化处理工具,manual updated pgrx by Vonng,2025-10-27
7060,pgsmcrypto,pgsmcrypto,pgsmcrypto,SEC,available,https://github.com/zhuobie/pgsmcrypto,MIT,{pgrx},0.1.1,PIGSTY,Rust,f,t,f,t,t,f,f,f,,"{18,17,16,15,14,13}",,,"{pgsodium,pgcryptokey,pgcrypto,pg_tde,sslutils,faker,uuid-ossp,lo}",0.1.1,PIGSTY,pgsmcrypto_$v,"{18,17,16,15,14,13}",,0.1.1,PIGSTY,postgresql-$v-pgsmcrypto,,"{18,17,16,15,14,13}",pgsmcrypto-0.1.1.tar.gz,"{""pgrx"": ""0.16.1""}",PostgreSQL SM Algorithm Extension,"为PostgreSQL提供商密算法支持：SM2,SM3,SM4",manual updated pgrx by Vonng,2025-11-02
7070,pg_enigma,pg_enigma,pg_enigma,SEC,available,https://github.com/SoftwareLibreMx/pg_enigma,MIT,{pgrx},0.4.0,PIGSTY,Rust,f,t,f,t,t,f,f,f,,"{18,17,16,15,14}",,,"{pgsodium,pgcryptokey,pgcrypto,pg_tde}",0.4.0,PIGSTY,pg_enigma_$v,"{18,17,16,15,14}",,0.4.0,PIGSTY,postgresql-$v-enigma,,"{18,17,16,15,14}",pg_enigma-0.4.0.tar.gz,"{""pgrx"": ""0.16.1""}",Encrypted postgres data type,PostgreSQL 加密数据类型,,2025-11-18
7100,pgaudit,pgaudit,pgaudit,SEC,available,https://github.com/pgaudit/pgaudit,PostgreSQL,,18.0,PGDG,C,f,t,f,t,t,t,f,t,,"{17,16,15,14,13}",,,"{pgauditlogtofile,set_user,pg_permissions,pg_auth_mon,pg_auditor,safeupdate,pg_drop_events,table_log}",18.0,PGDG,pgaudit_$v*,"{17,16,15,14,13}",,18.0,PGDG,postgresql-$v-pgaudit,,"{17,16,15,14,13}",,{},provides auditing functionality,提供审计功能,"pg15=pgaudit17, pg14=pgaudit16 pg13=pgaudit15 pg12=pgaudit14",2025-02-20
7120,pgauditlogtofile,pgauditlogtofile,pgauditlogtofile,SEC,available,https://github.com/fmbiete/pgauditlogtofile,PostgreSQL,,1.7.6,PGDG,C,f,t,f,t,t,f,f,t,,"{17,16,15,14,13}",,,"{pgaudit,pg_auth_mon,logerrors,pg_permissions,login_hook,set_user,pg_drop_events,table_log}",1.7.6,PGDG,pgauditlogtofile_$v*,"{17,16,15,14,13}",,1.7.6,PGDG,postgresql-$v-pgauditlogtofile,,"{17,16,15,14,13}",,{},pgAudit addon to redirect audit log to an independent file,pgAudit 子扩展，将审计日志写入单独的文件中,,2025-02-20
7130,pg_auditor,pg_auditor,pg_auditor,SEC,available,https://github.com/kouber/pg_auditor,BSD 3-Clause,,0.2,PIGSTY,SQL,f,t,f,f,t,f,,t,,"{18,17,16,15,14,13}",,,"{pg_drop_events,table_log,pgaudit,temporal_tables,emaj,pg_savior,pg_upless,pgauditlogtofile}",0.2,PIGSTY,pg_auditor_$v,"{18,17,16,15,14,13}",,0.2,PIGSTY,postgresql-$v-pg-auditor,,"{18,17,16,15,14,13}",pg_auditor-0.2.tar.gz,{},Audit data changes and provide flashback ability,审计数据变更并提供闪回能力,pg15 rpm pkg name is pgaudit17_$v*,2025-09-06
7140,logerrors,logerrors,logerrors,SEC,available,https://github.com/munakoiso/logerrors,BSD 3-Clause,,2.1.5,MIXED,C,f,t,f,t,t,f,f,t,,"{18,17,16,15,14,13}",,,"{pgauditlogtofile,pg_auth_mon,pg_jobmon,pg_stat_monitor,auto_explain,pg_track_settings,pgaudit,pgsentinel}",2.1.5,PGDG,logerrors_$v*,"{18,17,16,15,14,13}",,2.1.5,PIGSTY,postgresql-$v-logerrors,,"{18,17,16,15,14,13}",logerrors-2.1.5.tar.gz,{},Function for collecting statistics about messages in logfile,用于收集日志文件中消息统计信息的函数,,2025-02-20
7150,pg_auth_mon,pg_auth_mon,pg_auth_mon,SEC,available,https://github.com/RafiaSabih/pg_auth_mon,MIT,,3.0,MIXED,C,f,t,f,t,t,f,f,t,,"{18,17,16,15,14,13}",,,"{passwordcheck_cracklib,pgaudit,pgauditlogtofile,login_hook,auth_delay,credcheck,logerrors,set_user}",3.0,PGDG,pg_auth_mon_$v*,"{18,17,16,15,14,13}",,3.0,PIGSTY,postgresql-$v-pg-auth-mon,,"{18,17,16,15,14,13}",pg_auth_mon-3.0.tar.gz,{},monitor connection attempts per user,监控每个用户的连接尝试,,2025-02-20
7160,pg_jobmon,pg_jobmon,pg_jobmon,SEC,available,https://github.com/omniti-labs/pg_jobmon,PostgreSQL,,1.4.1,MIXED,SQL,f,t,f,t,t,f,f,f,,"{18,17,16,15,14,13}",{dblink},,"{pg_cron,pg_task,pgagent,pg_background,logerrors,bgw_replstatus,pgauditlogtofile,pg_auth_mon}",1.4.1,PGDG,pg_jobmon_$v,"{18,17,16,15,14,13}",,1.4.1,PIGSTY,postgresql-$v-pg-jobmon,,"{18,17,16,15,14,13}",pg_jobmon-1.4.1.tar.gz,{},Extension for logging and monitoring functions in PostgreSQL,记录和监控函数,,2025-09-06
7310,credcheck,credcheck,credcheck,SEC,available,https://github.com/MigOpsRepos/credcheck,MIT,,4.2,PGDG,C,f,t,f,t,t,t,f,f,,"{18,17,16,15,14,13}",,,"{passwordcheck_cracklib,login_hook,passwordcheck,pgaudit,pg_auth_mon,set_user,auth_delay,pg_permissions}",4.2,PGDG,credcheck_$v*,"{18,17,16,15,14,13}",,4.2,PGDG,postgresql-$v-credcheck,,"{18,17,16,15,14,13}",,{},credcheck - postgresql plain text credential checker,明文凭证检查器,,2025-09-06
7320,pgcryptokey,pgcryptokey,pgcryptokey,SEC,available,https://momjian.us/download/pgcryptokey/,PostgreSQL,{pgdg-flaw},0.85,MIXED,C,f,t,f,t,t,f,f,t,,"{18,17,16,15,14,13}",{pgcrypto},,"{pgsodium,pgsmcrypto,pg_tde,faker,passwordcheck_cracklib,supautils,supabase_vault}",0.85,PIGSTY,pgcryptokey_$v,"{18,17,16,15,14,13}",,0.85,PIGSTY,postgresql-$v-pgcryptokey,,"{18,17,16,15,14,13}",pgcryptokey-0.85.tar.gz,{},cryptographic key management,PG密钥管理,"missing 14,13,12 on el pgdg repo",2025-09-06
7360,login_hook,login_hook,login_hook,SEC,available,https://github.com/splendiddata/login_hook,GPL-3.0,,1.7,MIXED,C,f,t,f,t,t,f,f,f,{login_hook},"{18,17,16,15,14,13}",,,"{pg_auth_mon,credcheck,set_user,pg_permissions,passwordcheck_cracklib,pgaudit,auth_delay,passwordcheck}",1.7,PGDG,login_hook_$v*,"{18,17,16,15,14,13}",,1.7,PIGSTY,postgresql-$v-login-hook,,"{18,17,16,15,14,13}",login_hook-1.7.tar.gz,{},login_hook - hook to execute login_hook.login() at login time,在用户登陆时执行login_hook.login()函数,,2025-11-01
7370,set_user,set_user,set_user,SEC,available,https://github.com/pgaudit/set_user,PostgreSQL,,4.2.0,PGDG,C,f,t,f,t,t,f,f,f,,"{18,17,16,15,14,13}",,,"{pg_readonly,pg_permissions,pgaudit,login_hook,pgauditlogtofile,pg_auth_mon,credcheck,pgextwlist}",4.2.0,PGDG,set_user_$v*,"{18,17,16,15,14,13}",,4.2.0,PGDG,postgresql-$v-set-user,,"{18,17,16,15,14,13}",,{},similar to SET ROLE but with added logging,增加了日志记录的 SET ROLE,,2025-09-06
7380,pg_snakeoil,pg_snakeoil,pg_snakeoil,SEC,available,https://github.com/credativ/pg_snakeoil,PostgreSQL,,1.4,MIXED,C,f,t,f,t,f,t,f,t,,"{18,17,16,15,14,13}",,,"{pg_crash,pg_cheat_funcs,pg_dirtyread,pg_savior,pg_surgery,pageinspect,pg_catcheck,amcheck}",1.4,PIGSTY,pg_snakeoil_$v*,"{18,17,16,15,14,13}",,1.4,PGDG,postgresql-$v-snakeoil,,"{18,17,16,15,14,13}",pg_snakeoil-1.4.tar.gz,{},The PostgreSQL Antivirus,PostgreSQL动态链接库反病毒功能,require clamV libs,2025-09-06
7390,pgextwlist,pgextwlist,pgextwlist,SEC,available,https://github.com/dimitri/pgextwlist,PostgreSQL,,1.19,PIGSTY,C,f,t,f,t,f,t,f,,,"{18,17,16,15,14,13}",,,"{ddlx,pgdd,pg_permissions,adminpack,pgaudit,set_user,pg_catcheck,noset}",1.19,PIGSTY,pgextwlist_$v*,"{18,17,16,15,14,13}",,1.19,PIGSTY,postgresql-$v-pgextwlist,,"{18,17,16,15,14,13}",pgextwlist-1.19.tar.gz,{},PostgreSQL Extension Whitelisting,PostgreSQL扩展白名单功能,missing pg18 on el,2025-09-06
